#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-04-29T23:08:58 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-04-29T23:08:58	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J%2FAJ%2F152%2F50&-out.all&-out.max=2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51520050
#Name: J/AJ/152/50
#Title: Cosmicflows-3 catalog (CF3) (Tully+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/152/50	    IVOID of underlying data collection
#INFO	creator=Tully R.B.	    First author or institution
#INFO	cites=bibcode:2016AJ....152...50T	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/152/50	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51520050	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-08-24	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AJ_152_50_table2:
#Name: J/AJ/152/50/table2
#Title: Summary group properties
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Nest	(I6)	[100001/400002]? 2MASS "nest" group identification (Tully 2015, Cat. J/AJ/149/171)	[ucd=meta.id]
#Column	o_<DM>	(I3)	[1/161] Number of galaxies in group with distance measures (N_d_^gp^)	[ucd=meta.number]
#Column	<DM>	(F5.2)	[18.4/38.5] Weighted average group distance modulus (<{mu}>^gp^)	[ucd=phot.mag.distMod]
#Column	e_<DM>	(F5.2)	[0.02/0.54] One standard deviation uncertainty in <DM> ({epsilon}_{mu}_^gp^)	[ucd=stat.error]
#Column	<Dist>	(F5.1)	[0/494.3] Luminosity distance to group; weighted average of distance moduli	[ucd=pos.distance;pos.heliocentric]
#Column	Abell	(A5)	Abell Cluster identification (ASxxx are from the southern supplement list)	[ucd=meta.id]
#Column	GName	(a9)	Alternative name for group or cluster	[ucd=meta.id]
#Column	Npv	(I3)	[1/197] Number of galaxies in group with positions and velocities in the 2MRS catalog (Huchra et al. 2012, Cat. J/ApJS/199/26) (N_v_)	[ucd=meta.number]
#Column	PGC1	(I7)	[14/9003164] Principal Galaxies Catalog identifier of brightest group member	[ucd=meta.id.assoc]
#Column	GLON	(F6.2)	Group Galactic longitude (Glon^gp^)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	Group Galactic latitude (Glat^gp^)	[ucd=pos.galactic.lat]
#Column	SGLON	(F8.4)	Group Supergalactic longitude (SGL^gp^) (G1)	[ucd=pos.supergalactic.lon]
#Column	SGLAT	(F8.4)	Group Supergalactic latitude (SGB^gp^) (G1)	[ucd=pos.supergalactic.lat]
#Column	logLKs	(F5.2)	[0/14.43] Log summed Ks luminosity of group (LogL^gp^) (G2)	[ucd=phys.luminosity;em.IR.K]
#Column	CF	(F6.2)	[0/118.1] Luminosity selection function correction factor (cf)	[ucd=arith.factor]
#Column	sigP	(I4)	[0/2303] Projected velocity dispersion ({sigma}_p_) (G3)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F7.4)	[0/84] Projected second turnaround radius (R_2t_) (G4)	[ucd=phys.size.radius]
#Column	<HV>	(I5)	[-376/29980] Group heliocentric velocity (V_h_^gp^)	[ucd=phys.veloc;pos.heliocentric]
#Column	<Vgsr>	(I5)	[-189/29883] Group velocity in Galactic standard of rest (V_gsr_^gp^) (G5)	[ucd=phys.veloc;pos.galactocentric]
#Column	<Vls>	(I5)	[-158/29882] Group velocity in Local Sheet standard of rest (Tully et al. 2008, Cat. J/ApJ/676/184) (V_ls_^gp^)	[ucd=phys.veloc;pos.lsr]
#Column	<Vcmb>	(I5)	[-669/29820] Group velocity in CMB standard of rest (Fixsen et al. 1996ApJ...473..576F) (V_cmb_^gp^)	[ucd=phys.veloc;pos.cmb]
#Column	<Vcmba>	(I5)	[-668/32110] Group velocity in CMB standard of rest, adjusted (V_mod_^gp^) (G6)	[ucd=phys.veloc;pos.cmb]
#Column	sigma	(I4)	[0/2401]? RMS group velocity dispersion (V_rms_)	[ucd=stat.stdev;phys.veloc.dispersion;pos.lg]
#Column	Mvir	(F9.3)	[0/29467] Group mass from virial theorem (M_12_^bw^) (G7)	[ucd=phys.mass]
#Column	Mlum	(F10.4)	[0/24401] Group mass from luminosity (M_12_^L^) (G8)	[ucd=phys.mass]
#Column	LDC	(I4)	[3/1538]? Low density group identifier (Crook et al. 2007, Cat. J/ApJ/655/790)	[ucd=meta.id]
#Column	HDC	(I4)	[2/1258]? High density group identifier (Crook et al. 2007, Cat. J/ApJ/655/790)	[ucd=meta.id]
#Column	2M++	(I4)	[0/4715]? Group identifier from 2MASS++ catalog (Lavaux & Hudson 2011, Cat. J/MNRAS/416/2840)	[ucd=meta.id]
#Column	MK2011	(I7)	[0/5067059] Group identifier from MK2011 catalog (Makarov & Karachentsev 2011, Cat. J/MNRAS/412/2498) (M&K)	[ucd=meta.id;meta.main]
#Column	Icnt	(I4)	[0/2941]? Internal reference identifier	[ucd=meta.id]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Nest	o_<DM>	<DM>	e_<DM>	<Dist>	Abell	GName	Npv	PGC1	GLON	GLAT	SGLON	SGLAT	logLKs	CF	sigP	R2t	<HV>	<Vgsr>	<Vls>	<Vcmb>	<Vcmba>	sigma	Mvir	Mlum	LDC	HDC	2M++	MK2011	Icnt	Simbad	_RA.icrs	_DE.icrs
    1222	   8196	LEDA	 51.29	H            	1	33.55	 0.40	33.55	 0.40	       	 	     	     	     	     	     	    	02 08 56.3	+07 58 16	153.8103	-50.1960	309.5455	-15.3458	 2.7	 0.224	13.81	 9.78	 3463	 3522	 3574	 3195	 3222	UGC01640  	210848	  2	33.62	 0.28	 53.1	     	         	  1	   8196	153.81	-50.20	309.5457	-15.3457	10.74	  1.06	 102	 0.276	 3463	 3522	 3574	 3195	 3222	   0	         	    2.093	 149	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8196
    1223	   8205	LEDA	 60.81	H            	1	33.92	 0.40	33.92	 0.40	       	 	     	     	     	     	     	    	02 09 02.2	+06 09 30	155.1975	-51.7851	307.7687	-15.9459	 5.0	 0.161	16.00	     	 3320	 3373	 3423	 3053	 3078	UGC01647  	202241	  3	33.97	 0.21	 62.2	     	         	  2	   8173	154.87	-51.69	307.9114	-15.7637	10.86	  1.06	 113	 0.307	 3460	 3515	 3565	 3193	 3220	  91	         	    2.880	 149	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8205
    1224	   8217	LEDA	 59.16	I            	1	33.86	 0.54	     	     	       	 	     	33.86	 0.54	     	     	    	02 09 11.6	+37 12 39	139.6814	-23.1187	337.2065	 -4.5936	 8.0	 0.173	16.35	     	 4642	 4781	 4852	 4405	 4456	UGC01642  	200518	  6	33.63	 0.17	 53.2	     	         	  5	   8372	140.09	-22.63	337.7289	 -4.9305	11.64	  1.14	 225	 0.612	 4507	 4645	 4716	 4272	 4321	 128	    7.707	   22.800	 152	 128	4498	       	    	  0	  0	  0	  0	  0	2M	LEDA    8217
    1225	   8223	LEDA	 67.61	H            	1	34.15	 0.18	34.33	 0.40	2009le 	1	34.11	     	     	     	     	    	02 09 18.3	-23 24 54	205.3261	-72.0296	277.2207	-22.8888	 4.2	 0.060	13.21	 9.69	 5326	 5283	 5299	 5102	 5171	AGC021656 	208090	  1	34.15	 0.18	 67.6	     	         	  1	   8223	205.33	-72.03	277.2211	-22.8882	11.29	  1.28	 165	 0.448	 5326	 5283	 5299	 5102	 5171	   0	         	    9.000	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8223
    1226	   8232	LEDA	 22.91	H,I          	2	31.80	 0.30	31.92	 0.40	       	 	     	31.65	 0.45	     	     	    	02 09 28.3	-09 40 48	173.1558	-64.6386	291.7581	-20.3905	 4.1	 0.086	13.82	 9.44	 1938	 1940	 1972	 1686	 1694	AGC420030 	211939	  2	31.62	 0.21	 21.1	     	         	  1	   8232	173.16	-64.64	291.7582	-20.3902	10.27	  1.00	  67	 0.183	 1938	 1940	 1972	 1686	 1694	   0	         	    0.604	 119	    	    	5066684	 897	  0	  2	  1	  1	  1	2M	LEDA    8232
    1227	   8235	LEDA	115.35	H            	1	35.31	 0.40	35.31	 0.40	       	 	     	     	     	     	     	    	02 09 29.9	+21 36 02	146.0585	-37.7405	322.7136	-10.7260	 5.4	 0.417	15.95	     	 8315	 8414	 8477	 8054	 8225	AGC120061 	      	  1	35.31	 0.40	115.3	     	         	  1	   8235	146.06	-37.74	322.7136	-10.7260	     	      	    	      	 8315	 8414	 8477	 8054	 8225	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8235
    1228	   8237	LEDA	 76.56	I            	1	34.42	 0.54	     	     	       	 	     	34.42	 0.54	     	     	    	02 09 26.5	+37 15 29	139.7161	-23.0580	337.2698	 -4.6203	 6.2	 0.176	17.09	     	 4585	 4724	 4795	 4348	 4398	UGC01650  	200518	  6	33.63	 0.17	 53.2	     	         	  5	   8372	140.09	-22.63	337.7289	 -4.9305	11.64	  1.14	 225	 0.612	 4507	 4645	 4716	 4272	 4321	 128	    7.707	   22.800	 152	 128	4498	       	    	  0	  0	  0	  0	  0	2M	LEDA    8237
    1229	   8245	LEDA	 64.57	H            	1	34.05	 0.40	34.05	 0.40	       	 	     	     	     	     	     	    	02 09 32.6	+21 14 49	146.2397	-38.0641	322.3832	-10.8668	 6.4	 0.443	15.22	     	 5153	 5251	 5314	 4891	 4955	UGC01652  	      	  1	34.05	 0.40	 64.6	     	         	  1	   8245	146.24	-38.06	322.3832	-10.8668	     	      	    	      	 5153	 5251	 5314	 4891	 4955	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8245
    1230	   8258	LEDA	 35.97	P            	1	32.78	 0.50	     	     	       	 	     	     	     	32.78	 0.50	 2.7	02 09 50.8	-07 45 45	170.3561	-63.1654	293.7675	-20.0293	-2.1	 0.085	13.64	     	 3799	 3807	 3842	 3545	 3578	          	200771	  1	32.78	 0.50	 36.0	     	         	  4	   8258	169.93	-63.16	293.8755	-19.8627	11.34	  1.10	 173	 0.469	 3927	 3936	 3971	 3672	 3708	 106	         	   10.280	 146	 124	4206	       	    	  1	  2	  0	  0	  0	2M	LEDA    8258
    1231	   8260	LEDA	 65.16	H            	1	34.07	 0.40	34.07	 0.40	       	 	     	     	     	     	     	    	02 09 54.0	+10 57 39	152.0826	-47.4209	312.5490	-14.5871	 3.8	 0.353	15.39	     	 4582	 4650	 4704	 4315	 4365	UGC01658  	      	  1	34.07	 0.40	 65.2	     	         	  1	   8260	152.08	-47.42	312.5490	-14.5871	     	      	    	      	 4582	 4650	 4704	 4315	 4365	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8260
    1232	   8266	LEDA	105.68	H            	1	35.12	 0.40	35.12	 0.40	       	 	     	     	     	     	     	    	02 09 56.9	+16 01 57	149.0459	-42.8229	317.4532	-12.8476	 6.0	 0.248	14.90	11.25	 8252	 8335	 8393	 7987	 8155	UGC01659  	200508	  3	35.43	 0.23	121.9	     	         	  5	   8381	149.67	-42.62	317.6346	-13.3166	12.17	  1.79	 359	 0.975	 8121	 8202	 8260	 7858	 8020	 147	    0.961	   92.533	 158	 127	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8266
    1233	   8268	LEDA	 76.21	H            	1	34.41	 0.40	34.41	 0.40	       	 	     	     	     	     	     	    	02 09 56.5	+38 10 42	139.4955	-22.1553	338.1541	 -4.3389	 5.0	 0.182	15.71	11.51	 5550	 5690	 5762	 5316	 5390	AGC120062 	211403	  1	34.41	 0.40	 76.2	     	         	  1	   8268	139.50	-22.16	338.1543	 -4.3389	10.57	  1.27	  87	 0.237	 5550	 5690	 5762	 5316	 5390	   0	         	    1.333	    	    	    	       	2044	  0	  0	  0	  0	  1	2M	LEDA    8268
    1234	   8279	LEDA	 54.45	H            	1	33.68	 0.40	33.68	 0.40	       	 	     	     	     	     	     	    	02 10 06.2	-32 56 23	236.5649	-72.0437	266.9081	-24.0290	 3.1	 0.052	13.17	 9.56	 3352	 3279	 3282	 3156	 3183	IC1783    	210547	  1	33.68	 0.40	 54.5	     	         	  1	   8279	236.56	-72.04	266.9086	-24.0290	10.81	  1.07	 108	 0.293	 3352	 3279	 3282	 3156	 3183	   0	         	    2.520	 156	 131	    	       	    	  0	  2	  1	  0	  1	2M	LEDA    8279
    1235	   8281	LEDA	 54.95	H            	1	33.70	 0.40	33.70	 0.40	       	 	     	     	     	     	     	    	02 10 08.9	+07 38 45	154.4626	-50.3445	309.3258	-15.7345	 5.8	 0.197	15.25	     	 3452	 3509	 3560	 3186	 3213	UGC01663  	210848	  2	33.62	 0.28	 53.1	     	         	  1	   8196	154.46	-50.34	309.5457	-15.3457	10.74	  1.06	 102	 0.276	 3452	 3509	 3560	 3186	 3213	   0	         	    2.093	 149	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8281
    1236	   8287	LEDA	 52.00	I            	1	33.58	 0.54	     	     	       	 	     	33.58	 0.54	     	     	    	02 10 11.9	+41 33 44	138.3896	-18.9332	341.2715	 -3.0064	 7.6	 0.274	17.30	     	 4368	 4515	 4588	 4142	 4187	UGC01656  	      	  1	33.58	 0.54	 52.0	     	         	  1	   8287	138.39	-18.93	341.2715	 -3.0064	     	      	    	      	 4368	 4515	 4588	 4142	 4187	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  0	2M	LEDA    8287
    1237	   8293	LEDA	 92.90	H            	1	34.84	 0.40	34.84	 0.40	       	 	     	     	     	     	     	    	02 10 16.2	+07 50 43	154.3581	-50.1541	309.5321	-15.6989	 3.0	 0.218	14.30	10.50	 7289	 7347	 7398	 7023	 7153	UGC01664  	201357	  1	34.84	 0.40	 92.9	     	         	  3	   8293	154.59	-50.14	309.5254	-15.8505	11.63	  1.59	 223	 0.605	 7273	 7330	 7382	 7008	 7137	  38	         	   22.133	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8293
    1238	   8295	LEDA	 19.41	H,I          	2	31.44	 0.30	31.46	 0.40	       	 	     	31.41	 0.45	     	     	    	02 10 15.3	-09 42 23	173.5209	-64.5206	291.7806	-20.5856	 5.0	 0.092	16.66	     	 2017	 2018	 2051	 1766	 1774	AGC420037 	211939	  2	31.62	 0.21	 21.1	     	         	  1	   8232	173.52	-64.52	291.7582	-20.3902	10.27	  1.00	  67	 0.183	 2017	 2018	 2051	 1766	 1774	   0	         	    0.604	 119	    	    	5066684	 897	  0	  0	  1	  0	  1	2M	LEDA    8295
    1239	   8297	LEDA	 84.72	H            	1	34.64	 0.40	34.64	 0.40	       	 	     	     	     	     	     	    	02 10 16.2	-22 25 54	202.5339	-71.5233	278.3129	-22.9711	 2.9	 0.068	14.85	11.26	 5582	 5541	 5559	 5357	 5433	NGC0837   	202694	  1	34.64	 0.40	 84.7	     	         	  2	   8297	202.39	-71.52	278.3643	-22.9553	10.95	  1.29	 122	 0.332	 5556	 5516	 5533	 5331	 5406	  31	         	    3.653	    	    	    	       	    	  0	  2	  1	  0	  1	2M	LEDA    8297
    1240	   8301	LEDA	 79.43	H            	1	34.50	 0.40	34.50	 0.40	       	 	     	     	     	     	     	    	02 10 18.4	+38 35 36	139.4241	-21.7393	338.5637	 -4.2359	 6.5	 0.204	15.79	     	 7243	 7384	 7456	 7010	 7140	UGC01660  	      	  1	34.50	 0.40	 79.4	     	         	  1	   8301	139.42	-21.74	338.5637	 -4.2359	     	      	    	      	 7243	 7384	 7456	 7010	 7140	    	         	         	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8301
    1241	   8302	LEDA	 64.27	H            	1	34.04	 0.40	34.04	 0.40	       	 	     	     	     	     	     	    	02 10 22.5	+01 12 04	159.9459	-55.8912	302.9375	-17.7653	 9.8	 0.098	17.92	     	 3559	 3595	 3640	 3296	 3325	UGC01665  	      	  1	34.04	 0.40	 64.3	     	         	  1	   8302	159.95	-55.89	302.9375	-17.7653	     	      	    	      	 3559	 3595	 3640	 3296	 3325	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8302
    1242	   8304	LEDA	 68.87	P            	1	34.19	 0.50	     	     	       	 	     	     	     	34.19	 0.50	 2.0	02 10 24.9	-22 03 17	201.4521	-71.3676	278.7225	-22.9499	-1.1	 0.051	14.46	     	 4381	 4342	 4359	 4155	 4201	          	211255	  1	34.19	 0.50	 68.9	     	         	  1	   8304	201.45	-71.37	278.7225	-22.9498	10.62	  1.14	  92	 0.248	 4381	 4342	 4359	 4155	 4201	   0	         	    1.533	    	    	    	       	    	  1	  2	  1	  0	  0	2M	LEDA    8304
    1243	   8318	LEDA	 90.36	H            	1	34.78	 0.40	34.78	 0.40	       	 	     	     	     	     	     	    	02 10 37.7	+05 52 12	155.9832	-51.8466	307.6130	-16.4121	 1.0	 0.212	14.44	11.56	 4572	 4623	 4673	 4307	 4356	UGC01669  	211866	  1	34.78	 0.40	 90.4	     	         	  1	   8318	155.98	-51.85	307.6131	-16.4121	10.34	  1.15	  71	 0.193	 4572	 4623	 4673	 4307	 4356	   0	         	    0.728	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8318
    1244	   8325	LEDA	 88.31	H            	1	34.73	 0.40	34.73	 0.40	       	 	     	     	     	     	     	    	02 10 39.6	-22 39 08	203.2857	-71.5076	278.0889	-23.0918	 5.9	 0.054	15.98	     	 5226	 5184	 5201	 5002	 5068	AGC021671 	      	  1	34.73	 0.40	 88.3	     	         	  1	   8325	203.29	-71.51	278.0889	-23.0918	     	      	    	      	 5226	 5184	 5201	 5002	 5068	    	         	         	    	    	    	       	    	  0	  1	  0	  0	  1	2M	LEDA    8325
    1245	   8326	LEDA	111.69	H,F,P        	3	35.24	 0.31	35.51	 0.40	       	 	     	     	     	34.82	 0.50	 3.3	02 10 41.1	-75 02 15	296.2686	-41.0489	221.5160	-20.0078	 5.0	 0.190	14.32	 9.92	 8135	 7964	 7917	 8111	 8284	ESO030-009	205855	  1	35.24	 0.31	111.7	     	         	  1	   8326	296.27	-41.05	221.5160	-20.0078	11.74	  1.94	 246	 0.667	 8135	 7964	 7917	 8111	 8284	   0	         	   29.600	 150	    	    	       	    	  1	  2	  1	  0	  1	2M	LEDA    8326
    1246	   8329	LEDA	149.28	P            	1	35.87	 0.50	     	     	       	 	     	     	     	35.87	 0.50	 1.7	02 10 43.2	-06 34 47	169.0306	-62.1288	295.0440	-19.9499	-2.2	 0.085	16.29	     	12946	12957	12993	12691	13114	          	200267	  9	36.29	 0.17	181.4	     	         	  7	   8498	168.89	-61.98	295.2247	-19.9602	12.89	  4.52	 678	 1.841	12986	12997	13034	12731	13157	 189	    3.787	  622.667	    	    	3149	       	    	  1	  2	  0	  0	  0	2M	LEDA    8329
    1247	   8334	LEDA	177.01	N            	1	36.24	 0.17	     	     	2005lz 	3	36.24	     	     	     	     	    	02 10 48.6	+34 59 04	140.8194	-25.1151	335.2920	 -5.7893	 1.1	 0.326	16.12	11.75	13293	13426	13496	13053	13500	UGC01666  	200177	  1	36.24	 0.17	177.0	     	         	  8	   8327	140.79	-25.04	335.3679	 -5.7621	13.05	  5.56	 781	 2.121	13862	13995	14066	13622	14110	 455	  268.000	  952.000	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8334
    1248	   8341	LEDA	 83.18	H            	1	34.60	 0.40	34.60	 0.40	       	 	     	     	     	     	     	    	02 10 54.7	-39 21 57	254.4918	-69.4426	259.8728	-24.4378	 1.4	 0.084	13.78	 9.61	 5228	 5135	 5131	 5054	 5122	ESO298-016	201282	  1	34.60	 0.40	 83.2	     	         	  3	   8341	254.44	-69.30	259.8200	-24.5703	11.52	  1.27	 202	 0.549	 5254	 5160	 5156	 5081	 5149	  74	         	   16.533	 153	 130	4054	       	    	  0	  2	  1	  0	  1	2M	LEDA    8341
    1249	   8351	LEDA	 49.43	H            	1	33.47	 0.40	33.47	 0.40	       	 	     	     	     	     	     	    	02 10 59.8	+37 49 26	139.8323	-22.4230	337.9138	 -4.6726	 3.9	 0.182	15.27	10.99	 4361	 4500	 4571	 4127	 4172	UGC01673  	200518	  6	33.63	 0.17	 53.2	     	         	  5	   8372	140.09	-22.63	337.7289	 -4.9305	11.64	  1.14	 225	 0.612	 4507	 4645	 4716	 4272	 4321	 128	    7.707	   22.800	 152	 128	4498	       	2044	  0	  0	  1	  0	  1	2M	LEDA    8351
    1250	   8352	LEDA	 48.98	H            	1	33.45	 0.40	33.45	 0.40	       	 	     	     	     	     	     	    	02 11 01.3	+37 39 59	139.8933	-22.5701	337.7715	 -4.7414	 2.5	 0.183	13.82	 9.78	 4600	 4739	 4810	 4365	 4416	NGC00834  	200518	  6	33.63	 0.17	 53.2	     	         	  5	   8372	140.09	-22.63	337.7289	 -4.9305	11.64	  1.14	 225	 0.612	 4507	 4645	 4716	 4272	 4321	 128	    7.707	   22.800	 152	 128	4498	       	2044	  0	  0	  1	  0	  1	2M	LEDA    8352
    1251	   8355	LEDA	 46.13	H            	1	33.32	 0.40	33.32	 0.40	       	 	     	     	     	     	     	    	02 11 02.7	+17 11 58	148.7298	-41.6494	318.6675	-12.6763	 5.6	 0.377	16.11	     	 4310	 4395	 4455	 4047	 4090	AGC120082 	      	  1	33.32	 0.40	 46.1	     	         	  1	   8355	148.73	-41.65	318.6675	-12.6763	     	      	    	      	 4310	 4395	 4455	 4047	 4090	    	         	         	    	    	    	       	    	  0	  0	  0	  0	  1	2M	LEDA    8355
    1252	   8358	LEDA	 54.70	P            	1	33.69	 0.50	     	     	       	 	     	     	     	33.69	 0.50	 2.0	02 11 08.3	-00 39 17	162.0873	-57.3380	301.1238	-18.4795	-0.2	 0.114	15.04	     	 6019	 6049	 6092	 5758	 5846	          	202229	  2	34.18	 0.35	 68.5	     	         	  3	   8358	162.56	-57.20	301.1810	-18.7676	11.43	  1.34	 187	 0.508	 5965	 5994	 6036	 5705	 5791	  81	         	   13.040	 160	    	    	       	    	  1	  2	  0	  0	  0	2M	LEDA    8358
    1253	   8365	LEDA	 98.63	H            	1	34.97	 0.40	34.97	 0.40	       	 	     	     	     	     	     	    	02 11 11.7	+38 45 27	139.5408	-21.5286	338.7838	 -4.3253	 6.5	 0.186	15.46	     	 7210	 7351	 7423	 6978	 7106	UGC01674  	      	  1	34.97	 0.40	 98.6	     	         	  1	   8365	139.54	-21.53	338.7838	 -4.3253	     	      	    	      	 7210	 7351	 7423	 6978	 7106	    	         	         	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8365
    1254	   8369	LEDA	 93.76	P            	1	34.86	 0.50	     	     	       	 	     	     	     	34.86	 0.50	 0.7	02 11 13.7	-01 29 08	163.0037	-58.0092	300.2889	-18.7333	-0.7	 0.104	14.07	     	 8086	 8113	 8155	 7826	 7988	          	205948	  1	34.86	 0.50	 93.8	     	         	  1	   8369	163.00	-58.01	300.2888	-18.7331	11.72	  1.80	 242	 0.656	 8086	 8113	 8155	 7826	 7988	   0	         	   28.133	    	    	    	       	    	  1	  2	  1	  0	  0	2M	LEDA    8369
    1255	   8372	LEDA	 55.21	H,I          	2	33.71	 0.30	33.69	 0.40	       	 	     	33.74	 0.45	     	     	    	02 11 17.3	+37 29 49	140.0078	-22.7125	337.6382	 -4.8587	 2.0	 0.175	13.41	 9.46	 4545	 4683	 4754	 4310	 4359	NGC00841  	200518	  6	33.63	 0.17	 53.2	     	         	  5	   8372	140.09	-22.63	337.7289	 -4.9305	11.64	  1.14	 225	 0.612	 4507	 4645	 4716	 4272	 4321	 128	    7.707	   22.800	 152	 128	4498	       	2044	  0	  0	  1	  0	  1	2M	LEDA    8372
    1256	   8379	LEDA	121.90	H            	1	35.43	 0.40	35.43	 0.40	       	 	     	     	     	     	     	    	02 11 25.3	+15 53 55	149.5615	-42.7994	317.4538	-13.2265	 4.1	 0.435	16.44	     	 7811	 7892	 7951	 7548	 7698	UGC01683  	200508	  3	35.43	 0.23	121.9	     	         	  5	   8381	149.67	-42.62	317.6346	-13.3166	12.17	  1.79	 359	 0.975	 8121	 8202	 8260	 7858	 8020	 147	    0.961	   92.533	 158	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8379
    1257	   8388	LEDA	 75.51	H            	1	34.39	 0.40	34.39	 0.40	       	 	     	     	     	     	     	    	02 11 30.7	-35 50 06	244.9761	-70.8883	263.7536	-24.4684	 4.8	 0.058	13.76	10.32	 6221	 6138	 6138	 6036	 6132	NGC000854 	208470	  1	34.39	 0.40	 75.5	     	         	  1	   8388	244.98	-70.89	263.7537	-24.4683	11.23	  1.43	 157	 0.425	 6221	 6138	 6138	 6036	 6132	   0	         	    7.680	 151	    	    	       	    	  0	  2	  1	  0	  1	2M	LEDA    8388
    1258	   8392	LEDA	 96.83	P            	1	34.93	 0.50	     	     	       	 	     	     	     	34.93	 0.50	 2.0	02 11 32.6	-73 09 43	295.1697	-42.7379	223.4405	-20.5200	 2.0	 0.141	15.42	     	 8073	 7905	 7860	 8041	 8211	          	208914	  2	35.51	 0.35	126.8	     	         	  1	   8392	295.17	-42.74	223.4407	-20.5199	11.15	  1.92	 146	 0.396	 8073	 7905	 7860	 8041	 8211	   0	         	    6.213	    	    	    	       	    	  1	  2	  1	  0	  0	2M	LEDA    8392
    1259	   8393	LEDA	 48.08	H            	1	33.41	 0.40	33.41	 0.40	       	 	     	     	     	     	     	    	02 11 34.9	+31 30 33	142.3113	-28.3283	332.1531	 -7.3307	 5.8	 0.309	14.90	     	 5000	 5124	 5193	 4754	 4814	UGC01682  	202612	  1	33.41	 0.40	 48.1	     	         	  2	   8348	142.22	-28.58	331.9064	 -7.2687	11.02	  1.21	 130	 0.353	 5136	 5260	 5328	 4889	 4952	  40	         	    4.400	 127	    	    	       	2044	  0	  0	  1	  0	  1	2M	LEDA    8393
    1260	   8396	LEDA	 92.90	H,I          	2	34.84	 0.30	34.86	 0.40	       	 	     	34.81	 0.45	     	     	    	02 11 38.5	+34 02 39	141.3489	-25.9429	334.4963	 -6.3254	 2.0	 0.357	14.92	10.56	 6181	 6311	 6381	 5940	 6033	UGC01685  	209251	  1	34.84	 0.30	 92.9	     	         	  1	   8396	141.35	-25.94	334.4964	 -6.3254	11.09	  1.37	 139	 0.376	 6181	 6311	 6381	 5940	 6033	   0	         	    5.307	    	    	    	       	    	  0	  0	  1	  0	  1	2M	LEDA    8396
